1797773862,二夏啊二夏,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>因为生病手术后一年多没上班了，中间有断断续续找过新工作，还是因为身体原因上了一段时间就回来了，经历过两个时期:<br />1、迷茫自暴自弃，觉得自己这辈子就这样毁了，在再也没法工作没有社会价值，每天白天独自一人在家哭<br />2、突然有一天醒悟了，不能再自暴自弃，坦然接受现状 ...<a href=""/status/4647898506067984"">全文</a>",Mon Jun 14 08:00:19 +0800 2021,Redmi K30 全速热爱
3994341568,熊勒个猫,"上什么班，晒晒太阳，啃啃玩具，不香吗？<span class=""url-icon""><img alt=[喵喵] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_miao-c1b3d563bd.png"" style=""width:1em; height:1em;"" /></span><br /><br /><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> <a data-url=""http://t.cn/A6VgHK4A"" href=""https://video.weibo.com/show?fid=1034:4647944536916024"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">熊勒个猫的微博视频</span></a> ",Mon Jun 14 11:06:40 +0800 2021,微博视频号
2969719565,Angie粉红小月,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> 我没试过长期不上班，这是不太现实的，除非是啃老，毕竟衣食住行全都需要金钱维持。放半年长假倒是体验过，后果嘛... 皮肤和身体状况变得异常好，思路更为清晰敏捷，心胸变得更加豁达... 听起来不可思议，其实不难理解，精神放松没压力，无需日夜提防暗箭小人，日子过得单 ...<a href=""/status/4647976104890374"">全文</a>",Mon Jun 14 13:08:41 +0800 2021,Android客户端
6563153047,考研的小曾曾,"<a  href=""https://m.weibo.cn/p/index?extparam=%E8%80%83%E7%A0%94%E4%BA%BA&containerid=1008084e207d970add6ab329df0e55d94ad574&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://n.sinaimg.cn/photo/5213b46e/20180926/timeline_card_small_super_default.png'></span><span class=""surl-text"">考研人</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%80%83%E7%A0%94%23&isnewpage=1&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#考研#</span></a> <br />你找工作的时候是怎么说的呢？<br /><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> ",Sun Jun 13 22:11:43 +0800 2021,考研人超话
5261423175,美香今天回家了吗,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>社会人际关系可能比较单一 同样会有更多时间学习和健身 没有压力的话 看起来会很年轻 ",Mon Jun 14 13:20:59 +0800 2021,OPPO A11x
1797773862,二夏啊二夏,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>因为生病手术后一年多没上班了，中间有断断续续找过新工作，还是因为身体原因上了一段时间就回来了，经历过两个时期:<br />1、迷茫自暴自弃，觉得自己这辈子就这样毁了，在再也没法工作没有社会价值，每天白天独自一人在家哭<br />2、突然有一天醒悟了，不能再自暴自弃，坦然接受现状 ...<a href=""/status/4647898506067984"">全文</a>",Mon Jun 14 08:00:19 +0800 2021,Redmi K30 全速热爱
3994341568,熊勒个猫,"上什么班，晒晒太阳，啃啃玩具，不香吗？<span class=""url-icon""><img alt=[喵喵] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_miao-c1b3d563bd.png"" style=""width:1em; height:1em;"" /></span><br /><br /><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> <a data-url=""http://t.cn/A6VgHK4A"" href=""https://video.weibo.com/show?fid=1034:4647944536916024"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">熊勒个猫的微博视频</span></a> ",Mon Jun 14 11:06:40 +0800 2021,微博视频号
3529830974,清凉漠默,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>三周不上班了，各种爽，极度舒适<span class=""url-icon""><img alt=[挤眼] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_jiyan-9f343230f4.png"" style=""width:1em; height:1em;"" /></span>已经产生了辞职的念头 ",Mon Jun 14 13:11:30 +0800 2021,iPhone客户端
2969719565,Angie粉红小月,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> 我没试过长期不上班，这是不太现实的，除非是啃老，毕竟衣食住行全都需要金钱维持。放半年长假倒是体验过，后果嘛... 皮肤和身体状况变得异常好，思路更为清晰敏捷，心胸变得更加豁达... 听起来不可思议，其实不难理解，精神放松没压力，无需日夜提防暗箭小人，日子过得单 ...<a href=""/status/4647976104890374"">全文</a>",Mon Jun 14 13:08:41 +0800 2021,Android客户端
6019506622,耿居居的小宝贝,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>上班会变丑变老，看起来比同龄人沧桑，真的<span class=""url-icon""><img alt=[悲伤] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c95268c034.png"" style=""width:1em; height:1em;"" /></span> ",Mon Jun 14 13:07:26 +0800 2021,荣耀V30 5G
6299421654,淇圈顶流小凤凰,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a><br />会过气，越来越糊<span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-139d0e07bd.png"" style=""width:1em; height:1em;"" /></span>没错，就是在说我自己。小宝也一岁了，今年一定要去上班了 <a data-url=""http://t.cn/RJyuPGb"" href=""http://weibo.com/p/1001018000200000000000076"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png'></span><span class=""surl-text"">加拿大·卡尔加里</span></a> ",Mon Jun 14 13:04:35 +0800 2021,微博24小时营业用户
1180860635,裸枪,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> 我有近十年的时间没有上班。<br />最直接的后果就是没钱。<br />但是老天不会这么不公平的，随着时间的增加，你会惊喜的发现，越来越没钱。 ",Mon Jun 14 09:48:04 +0800 2021,微博搜索
3297979751,七个七的七个旅行,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%9B%B9%E6%9C%89%E6%89%8D%E5%B8%A6%E4%BD%A0%E7%9C%8B%E4%B8%96%E7%95%8C%23&extparam=%23%E6%9B%B9%E6%9C%89%E6%89%8D%E5%B8%A6%E4%BD%A0%E7%9C%8B%E4%B8%96%E7%95%8C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#曹有才带你看世界#</span></a> <br />导致像我一样天天满世界的旅行吧！<br />这一个月我去了哪里，花了多少钱？<br />新疆，西藏，内蒙古，海南，山西，四川。<br />住22晚酒店，飞18次，花9000多。<a href='/n/祥鹏航空'>@祥鹏航空</a> <a data-url=""http://t.cn/RI9RdU5"" href=""http://weibo.com/p/1001018008653010000000000"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png'></span><span class=""surl-text"">昆明</span></a> ",Mon Jun 14 13:00:38 +0800 2021,iPhone 11
1789742195,懒懒望月,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> <br /><br />四年没有上过班，算长期吗？我觉得当一个人从所有的时间都是自由的开始后其实也很多困扰的，并不会如想象中的那样学这学那，其实很多时间回头想起都是在虚无中荒废掉的。另外上班会让生活变得规律，但是自由很容易作息紊乱，报了一堆学习班也没去，因为总想着有的是时间 ...<a href=""/status/4647970437337488"">全文</a>",Mon Jun 14 12:46:10 +0800 2021,iPhone客户端
1650926392,人间比例尺,"警铃就是命令，这个转身帅不帅？<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> <a data-url=""http://t.cn/A6VguBlt"" href=""https://video.weibo.com/show?fid=1034:4647969916649480"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">人间比例尺的微博视频</span></a> ",Mon Jun 14 12:45:17 +0800 2021,火星Android
1792728992,小四喜蒙圈了,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>会变美变瘦超开心长命百岁！ ",Mon Jun 14 12:44:48 +0800 2021,微博中奖iPhone 12 Pro
1403025472,某男舒立,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>后果就是庾毙街头 ",Mon Jun 14 10:08:11 +0800 2021,iPhone 11
5374662256,迷茫_19,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>如果我有钱，我也想长期不工作，去做一些自己一直以来想做的事，多交交新朋友，去旅游，充实自己的不足之处。更多的想修身养性。 ",Mon Jun 14 12:43:49 +0800 2021,荣耀20S
6894443132,Miss兔小姐M,"、<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> 容易失去了对社会更多的认知和对他人的依赖，还是要有一份能让自己独立的收入才好～ <a data-url=""http://t.cn/z8ATUy1"" href=""http://weibo.com/p/100101B2094657D769AAFD4699"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png'></span><span class=""surl-text"">长春·新天地购物公园</span></a> ",Mon Jun 14 12:42:14 +0800 2021,HUAWEI P20
1807092290,Yu小yuer,"2021.6.14<br />今天汇率6.3834<br /><br /><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a><br />2020年-2021年，因为疫情+怀孕+生娃，一年多时间待在家，已经很长时间没体会过坐班的感觉了。总结来说，不上班的日子，简直不要太爽！<br /><br />这一年，做了自己想做的事，也有了可爱的宝宝，事业家庭能兼顾。关键是时间自由，经济上也能自给自足。自己 ...<a href=""/status/4647967598054483"">全文</a>",Mon Jun 14 12:34:53 +0800 2021,iPhone客户端
